Images\trainX_140.tif SegmentationClass\trainX_140.png
Images\trainX_1050.tif SegmentationClass\trainX_1050.png
Images\trainX_25.tif SegmentationClass\trainX_25.png
Images\trainX_618.tif SegmentationClass\trainX_618.png
Images\trainX_977.tif SegmentationClass\trainX_977.png
Images\trainX_1078.tif SegmentationClass\trainX_1078.png
Images\trainX_34.tif SegmentationClass\trainX_34.png
Images\trainX_710.tif SegmentationClass\trainX_710.png
Images\trainX_596.tif SegmentationClass\trainX_596.png
Images\trainX_368.tif SegmentationClass\trainX_368.png
Images\trainX_637.tif SegmentationClass\trainX_637.png
Images\trainX_89.tif SegmentationClass\trainX_89.png
Images\trainX_1076.tif SegmentationClass\trainX_1076.png
Images\trainX_1082.tif SegmentationClass\trainX_1082.png
Images\trainX_959.tif SegmentationClass\trainX_959.png
Images\trainX_589.tif SegmentationClass\trainX_589.png
Images\trainX_770.tif SegmentationClass\trainX_770.png
Images\trainX_221.tif SegmentationClass\trainX_221.png
Images\trainX_256.tif SegmentationClass\trainX_256.png
Images\trainX_723.tif SegmentationClass\trainX_723.png
Images\trainX_610.tif SegmentationClass\trainX_610.png
Images\trainX_171.tif SegmentationClass\trainX_171.png
Images\trainX_473.tif SegmentationClass\trainX_473.png
Images\trainX_759.tif SegmentationClass\trainX_759.png
Images\trainX_613.tif SegmentationClass\trainX_613.png
Images\trainX_117.tif SegmentationClass\trainX_117.png
Images\trainX_749.tif SegmentationClass\trainX_749.png
Images\trainX_799.tif SegmentationClass\trainX_799.png
Images\trainX_13.tif SegmentationClass\trainX_13.png
Images\trainX_1092.tif SegmentationClass\trainX_1092.png
Images\trainX_557.tif SegmentationClass\trainX_557.png
Images\trainX_272.tif SegmentationClass\trainX_272.png
Images\trainX_895.tif SegmentationClass\trainX_895.png
Images\trainX_19.tif SegmentationClass\trainX_19.png
Images\trainX_566.tif SegmentationClass\trainX_566.png
Images\trainX_1081.tif SegmentationClass\trainX_1081.png
Images\trainX_631.tif SegmentationClass\trainX_631.png
Images\trainX_698.tif SegmentationClass\trainX_698.png
Images\trainX_930.tif SegmentationClass\trainX_930.png
Images\trainX_564.tif SegmentationClass\trainX_564.png
Images\trainX_241.tif SegmentationClass\trainX_241.png
Images\trainX_209.tif SegmentationClass\trainX_209.png
Images\trainX_82.tif SegmentationClass\trainX_82.png
Images\trainX_32.tif SegmentationClass\trainX_32.png
Images\trainX_202.tif SegmentationClass\trainX_202.png
Images\trainX_742.tif SegmentationClass\trainX_742.png
Images\trainX_1075.tif SegmentationClass\trainX_1075.png
Images\trainX_1097.tif SegmentationClass\trainX_1097.png
Images\trainX_242.tif SegmentationClass\trainX_242.png
Images\trainX_229.tif SegmentationClass\trainX_229.png
Images\trainX_510.tif SegmentationClass\trainX_510.png
Images\trainX_243.tif SegmentationClass\trainX_243.png
Images\trainX_261.tif SegmentationClass\trainX_261.png
Images\trainX_217.tif SegmentationClass\trainX_217.png
Images\trainX_152.tif SegmentationClass\trainX_152.png
Images\trainX_844.tif SegmentationClass\trainX_844.png
Images\trainX_915.tif SegmentationClass\trainX_915.png
Images\trainX_519.tif SegmentationClass\trainX_519.png
Images\trainX_867.tif SegmentationClass\trainX_867.png
Images\trainX_507.tif SegmentationClass\trainX_507.png
Images\trainX_861.tif SegmentationClass\trainX_861.png
Images\trainX_707.tif SegmentationClass\trainX_707.png
Images\trainX_234.tif SegmentationClass\trainX_234.png
Images\trainX_990.tif SegmentationClass\trainX_990.png
Images\trainX_77.tif SegmentationClass\trainX_77.png
Images\trainX_670.tif SegmentationClass\trainX_670.png
Images\trainX_805.tif SegmentationClass\trainX_805.png
Images\trainX_531.tif SegmentationClass\trainX_531.png
Images\trainX_907.tif SegmentationClass\trainX_907.png
Images\trainX_1019.tif SegmentationClass\trainX_1019.png
Images\trainX_514.tif SegmentationClass\trainX_514.png
Images\trainX_281.tif SegmentationClass\trainX_281.png
Images\trainX_3.tif SegmentationClass\trainX_3.png
Images\trainX_665.tif SegmentationClass\trainX_665.png
Images\trainX_205.tif SegmentationClass\trainX_205.png
Images\trainX_928.tif SegmentationClass\trainX_928.png
Images\trainX_809.tif SegmentationClass\trainX_809.png
Images\trainX_640.tif SegmentationClass\trainX_640.png
Images\trainX_344.tif SegmentationClass\trainX_344.png
Images\trainX_644.tif SegmentationClass\trainX_644.png
Images\trainX_532.tif SegmentationClass\trainX_532.png
Images\trainX_200.tif SegmentationClass\trainX_200.png
Images\trainX_673.tif SegmentationClass\trainX_673.png
Images\trainX_66.tif SegmentationClass\trainX_66.png
Images\trainX_598.tif SegmentationClass\trainX_598.png
Images\trainX_973.tif SegmentationClass\trainX_973.png
Images\trainX_794.tif SegmentationClass\trainX_794.png
Images\trainX_236.tif SegmentationClass\trainX_236.png
Images\trainX_41.tif SegmentationClass\trainX_41.png
Images\trainX_91.tif SegmentationClass\trainX_91.png
Images\trainX_526.tif SegmentationClass\trainX_526.png
Images\trainX_430.tif SegmentationClass\trainX_430.png
Images\trainX_796.tif SegmentationClass\trainX_796.png
Images\trainX_823.tif SegmentationClass\trainX_823.png
Images\trainX_23.tif SegmentationClass\trainX_23.png
Images\trainX_42.tif SegmentationClass\trainX_42.png
Images\trainX_864.tif SegmentationClass\trainX_864.png
Images\trainX_1070.tif SegmentationClass\trainX_1070.png
Images\trainX_659.tif SegmentationClass\trainX_659.png
Images\trainX_693.tif SegmentationClass\trainX_693.png
Images\trainX_714.tif SegmentationClass\trainX_714.png
Images\trainX_184.tif SegmentationClass\trainX_184.png
Images\trainX_297.tif SegmentationClass\trainX_297.png
Images\trainX_167.tif SegmentationClass\trainX_167.png
Images\trainX_163.tif SegmentationClass\trainX_163.png
Images\trainX_389.tif SegmentationClass\trainX_389.png
Images\trainX_461.tif SegmentationClass\trainX_461.png
Images\trainX_435.tif SegmentationClass\trainX_435.png
Images\trainX_975.tif SegmentationClass\trainX_975.png
Images\trainX_562.tif SegmentationClass\trainX_562.png
Images\trainX_133.tif SegmentationClass\trainX_133.png
Images\trainX_516.tif SegmentationClass\trainX_516.png
Images\trainX_1094.tif SegmentationClass\trainX_1094.png
Images\trainX_835.tif SegmentationClass\trainX_835.png
Images\trainX_1085.tif SegmentationClass\trainX_1085.png
Images\trainX_892.tif SegmentationClass\trainX_892.png
Images\trainX_677.tif SegmentationClass\trainX_677.png
Images\trainX_405.tif SegmentationClass\trainX_405.png
Images\trainX_1077.tif SegmentationClass\trainX_1077.png
Images\trainX_995.tif SegmentationClass\trainX_995.png
Images\trainX_527.tif SegmentationClass\trainX_527.png
Images\trainX_997.tif SegmentationClass\trainX_997.png
Images\trainX_36.tif SegmentationClass\trainX_36.png
Images\trainX_1000.tif SegmentationClass\trainX_1000.png
Images\trainX_290.tif SegmentationClass\trainX_290.png
Images\trainX_1029.tif SegmentationClass\trainX_1029.png
Images\trainX_1087.tif SegmentationClass\trainX_1087.png
Images\trainX_695.tif SegmentationClass\trainX_695.png
Images\trainX_230.tif SegmentationClass\trainX_230.png
Images\trainX_909.tif SegmentationClass\trainX_909.png
Images\trainX_518.tif SegmentationClass\trainX_518.png
Images\trainX_683.tif SegmentationClass\trainX_683.png
Images\trainX_1013.tif SegmentationClass\trainX_1013.png
Images\trainX_475.tif SegmentationClass\trainX_475.png
Images\trainX_1100.tif SegmentationClass\trainX_1100.png
Images\trainX_551.tif SegmentationClass\trainX_551.png
Images\trainX_342.tif SegmentationClass\trainX_342.png
Images\trainX_1093.tif SegmentationClass\trainX_1093.png
Images\trainX_292.tif SegmentationClass\trainX_292.png
Images\trainX_406.tif SegmentationClass\trainX_406.png
Images\trainX_929.tif SegmentationClass\trainX_929.png
Images\trainX_97.tif SegmentationClass\trainX_97.png
Images\trainX_1069.tif SegmentationClass\trainX_1069.png
Images\trainX_733.tif SegmentationClass\trainX_733.png
Images\trainX_750.tif SegmentationClass\trainX_750.png
Images\trainX_309.tif SegmentationClass\trainX_309.png
Images\trainX_294.tif SegmentationClass\trainX_294.png
Images\trainX_998.tif SegmentationClass\trainX_998.png
Images\trainX_882.tif SegmentationClass\trainX_882.png
Images\trainX_573.tif SegmentationClass\trainX_573.png
Images\trainX_1011.tif SegmentationClass\trainX_1011.png
Images\trainX_159.tif SegmentationClass\trainX_159.png
Images\trainX_604.tif SegmentationClass\trainX_604.png
Images\trainX_658.tif SegmentationClass\trainX_658.png
Images\trainX_107.tif SegmentationClass\trainX_107.png
Images\trainX_904.tif SegmentationClass\trainX_904.png
Images\trainX_479.tif SegmentationClass\trainX_479.png
Images\trainX_1040.tif SegmentationClass\trainX_1040.png
Images\trainX_932.tif SegmentationClass\trainX_932.png
Images\trainX_576.tif SegmentationClass\trainX_576.png
Images\trainX_849.tif SegmentationClass\trainX_849.png
Images\trainX_424.tif SegmentationClass\trainX_424.png
Images\trainX_964.tif SegmentationClass\trainX_964.png
Images\trainX_191.tif SegmentationClass\trainX_191.png
Images\trainX_1114.tif SegmentationClass\trainX_1114.png
Images\trainX_697.tif SegmentationClass\trainX_697.png
Images\trainX_176.tif SegmentationClass\trainX_176.png
Images\trainX_477.tif SegmentationClass\trainX_477.png
Images\trainX_178.tif SegmentationClass\trainX_178.png
Images\trainX_49.tif SegmentationClass\trainX_49.png
Images\trainX_59.tif SegmentationClass\trainX_59.png
Images\trainX_448.tif SegmentationClass\trainX_448.png
Images\trainX_918.tif SegmentationClass\trainX_918.png
Images\trainX_497.tif SegmentationClass\trainX_497.png
Images\trainX_252.tif SegmentationClass\trainX_252.png
Images\trainX_1017.tif SegmentationClass\trainX_1017.png
Images\trainX_910.tif SegmentationClass\trainX_910.png
Images\trainX_280.tif SegmentationClass\trainX_280.png
Images\trainX_1061.tif SegmentationClass\trainX_1061.png
Images\trainX_643.tif SegmentationClass\trainX_643.png
Images\trainX_199.tif SegmentationClass\trainX_199.png
Images\trainX_303.tif SegmentationClass\trainX_303.png
Images\trainX_270.tif SegmentationClass\trainX_270.png
Images\trainX_198.tif SegmentationClass\trainX_198.png
Images\trainX_1004.tif SegmentationClass\trainX_1004.png
Images\trainX_1064.tif SegmentationClass\trainX_1064.png
Images\trainX_458.tif SegmentationClass\trainX_458.png
Images\trainX_279.tif SegmentationClass\trainX_279.png
Images\trainX_459.tif SegmentationClass\trainX_459.png
Images\trainX_302.tif SegmentationClass\trainX_302.png
Images\trainX_37.tif SegmentationClass\trainX_37.png
Images\trainX_577.tif SegmentationClass\trainX_577.png
Images\trainX_899.tif SegmentationClass\trainX_899.png
Images\trainX_361.tif SegmentationClass\trainX_361.png
Images\trainX_599.tif SegmentationClass\trainX_599.png
Images\trainX_1052.tif SegmentationClass\trainX_1052.png
Images\trainX_286.tif SegmentationClass\trainX_286.png
Images\trainX_931.tif SegmentationClass\trainX_931.png
Images\trainX_579.tif SegmentationClass\trainX_579.png
Images\trainX_249.tif SegmentationClass\trainX_249.png
Images\trainX_391.tif SegmentationClass\trainX_391.png
Images\trainX_878.tif SegmentationClass\trainX_878.png
Images\trainX_1026.tif SegmentationClass\trainX_1026.png
Images\trainX_765.tif SegmentationClass\trainX_765.png
Images\trainX_883.tif SegmentationClass\trainX_883.png
Images\trainX_839.tif SegmentationClass\trainX_839.png
Images\trainX_771.tif SegmentationClass\trainX_771.png
Images\trainX_30.tif SegmentationClass\trainX_30.png
Images\trainX_842.tif SegmentationClass\trainX_842.png
Images\trainX_1079.tif SegmentationClass\trainX_1079.png
Images\trainX_188.tif SegmentationClass\trainX_188.png
Images\trainX_476.tif SegmentationClass\trainX_476.png
Images\trainX_841.tif SegmentationClass\trainX_841.png
Images\trainX_365.tif SegmentationClass\trainX_365.png
Images\trainX_897.tif SegmentationClass\trainX_897.png
Images\trainX_1055.tif SegmentationClass\trainX_1055.png
Images\trainX_496.tif SegmentationClass\trainX_496.png
Images\trainX_415.tif SegmentationClass\trainX_415.png
Images\trainX_1051.tif SegmentationClass\trainX_1051.png
Images\trainX_33.tif SegmentationClass\trainX_33.png
Images\trainX_301.tif SegmentationClass\trainX_301.png
Images\trainX_629.tif SegmentationClass\trainX_629.png
Images\trainX_162.tif SegmentationClass\trainX_162.png
Images\trainX_356.tif SegmentationClass\trainX_356.png
Images\trainX_141.tif SegmentationClass\trainX_141.png
Images\trainX_886.tif SegmentationClass\trainX_886.png
Images\trainX_304.tif SegmentationClass\trainX_304.png
Images\trainX_1041.tif SegmentationClass\trainX_1041.png
Images\trainX_40.tif SegmentationClass\trainX_40.png
Images\trainX_565.tif SegmentationClass\trainX_565.png
Images\trainX_873.tif SegmentationClass\trainX_873.png
Images\trainX_713.tif SegmentationClass\trainX_713.png
Images\trainX_902.tif SegmentationClass\trainX_902.png
Images\trainX_136.tif SegmentationClass\trainX_136.png
Images\trainX_295.tif SegmentationClass\trainX_295.png
Images\trainX_923.tif SegmentationClass\trainX_923.png
Images\trainX_337.tif SegmentationClass\trainX_337.png
Images\trainX_718.tif SegmentationClass\trainX_718.png
Images\trainX_970.tif SegmentationClass\trainX_970.png
Images\trainX_762.tif SegmentationClass\trainX_762.png
Images\trainX_1043.tif SegmentationClass\trainX_1043.png
Images\trainX_213.tif SegmentationClass\trainX_213.png
Images\trainX_692.tif SegmentationClass\trainX_692.png
Images\trainX_725.tif SegmentationClass\trainX_725.png
Images\trainX_655.tif SegmentationClass\trainX_655.png
Images\trainX_1035.tif SegmentationClass\trainX_1035.png
Images\trainX_263.tif SegmentationClass\trainX_263.png
Images\trainX_1118.tif SegmentationClass\trainX_1118.png
Images\trainX_407.tif SegmentationClass\trainX_407.png
Images\trainX_307.tif SegmentationClass\trainX_307.png
Images\trainX_988.tif SegmentationClass\trainX_988.png
Images\trainX_667.tif SegmentationClass\trainX_667.png
Images\trainX_971.tif SegmentationClass\trainX_971.png
Images\trainX_595.tif SegmentationClass\trainX_595.png
Images\trainX_847.tif SegmentationClass\trainX_847.png
Images\trainX_246.tif SegmentationClass\trainX_246.png
Images\trainX_1027.tif SegmentationClass\trainX_1027.png
Images\trainX_949.tif SegmentationClass\trainX_949.png
Images\trainX_894.tif SegmentationClass\trainX_894.png
Images\trainX_18.tif SegmentationClass\trainX_18.png
Images\trainX_730.tif SegmentationClass\trainX_730.png
Images\trainX_515.tif SegmentationClass\trainX_515.png
Images\trainX_392.tif SegmentationClass\trainX_392.png
Images\trainX_183.tif SegmentationClass\trainX_183.png
Images\trainX_138.tif SegmentationClass\trainX_138.png
Images\trainX_402.tif SegmentationClass\trainX_402.png
Images\trainX_703.tif SegmentationClass\trainX_703.png
Images\trainX_362.tif SegmentationClass\trainX_362.png
Images\trainX_166.tif SegmentationClass\trainX_166.png
Images\trainX_958.tif SegmentationClass\trainX_958.png
Images\trainX_211.tif SegmentationClass\trainX_211.png
Images\trainX_233.tif SegmentationClass\trainX_233.png
Images\trainX_541.tif SegmentationClass\trainX_541.png
Images\trainX_572.tif SegmentationClass\trainX_572.png
Images\trainX_146.tif SegmentationClass\trainX_146.png
Images\trainX_94.tif SegmentationClass\trainX_94.png
Images\trainX_663.tif SegmentationClass\trainX_663.png
Images\trainX_149.tif SegmentationClass\trainX_149.png
Images\trainX_903.tif SegmentationClass\trainX_903.png
Images\trainX_594.tif SegmentationClass\trainX_594.png
Images\trainX_740.tif SegmentationClass\trainX_740.png
Images\trainX_634.tif SegmentationClass\trainX_634.png
Images\trainX_355.tif SegmentationClass\trainX_355.png
Images\trainX_822.tif SegmentationClass\trainX_822.png
Images\trainX_779.tif SegmentationClass\trainX_779.png
Images\trainX_70.tif SegmentationClass\trainX_70.png
Images\trainX_343.tif SegmentationClass\trainX_343.png
Images\trainX_992.tif SegmentationClass\trainX_992.png
Images\trainX_333.tif SegmentationClass\trainX_333.png
Images\trainX_334.tif SegmentationClass\trainX_334.png
Images\trainX_266.tif SegmentationClass\trainX_266.png
Images\trainX_837.tif SegmentationClass\trainX_837.png
Images\trainX_994.tif SegmentationClass\trainX_994.png
Images\trainX_495.tif SegmentationClass\trainX_495.png
Images\trainX_388.tif SegmentationClass\trainX_388.png
Images\trainX_382.tif SegmentationClass\trainX_382.png
Images\trainX_747.tif SegmentationClass\trainX_747.png
Images\trainX_550.tif SegmentationClass\trainX_550.png
Images\trainX_554.tif SegmentationClass\trainX_554.png
Images\trainX_189.tif SegmentationClass\trainX_189.png
Images\trainX_142.tif SegmentationClass\trainX_142.png
Images\trainX_131.tif SegmentationClass\trainX_131.png
Images\trainX_427.tif SegmentationClass\trainX_427.png
Images\trainX_587.tif SegmentationClass\trainX_587.png
Images\trainX_681.tif SegmentationClass\trainX_681.png
Images\trainX_635.tif SegmentationClass\trainX_635.png
Images\trainX_224.tif SegmentationClass\trainX_224.png
Images\trainX_757.tif SegmentationClass\trainX_757.png
Images\trainX_586.tif SegmentationClass\trainX_586.png
Images\trainX_332.tif SegmentationClass\trainX_332.png
Images\trainX_492.tif SegmentationClass\trainX_492.png
Images\trainX_6.tif SegmentationClass\trainX_6.png
Images\trainX_944.tif SegmentationClass\trainX_944.png
Images\trainX_28.tif SegmentationClass\trainX_28.png
Images\trainX_1006.tif SegmentationClass\trainX_1006.png
Images\trainX_47.tif SegmentationClass\trainX_47.png
Images\trainX_630.tif SegmentationClass\trainX_630.png
Images\trainX_462.tif SegmentationClass\trainX_462.png
Images\trainX_1073.tif SegmentationClass\trainX_1073.png
Images\trainX_854.tif SegmentationClass\trainX_854.png
Images\trainX_315.tif SegmentationClass\trainX_315.png
Images\trainX_524.tif SegmentationClass\trainX_524.png
Images\trainX_591.tif SegmentationClass\trainX_591.png
Images\trainX_542.tif SegmentationClass\trainX_542.png
Images\trainX_603.tif SegmentationClass\trainX_603.png
Images\trainX_258.tif SegmentationClass\trainX_258.png
Images\trainX_656.tif SegmentationClass\trainX_656.png
Images\trainX_868.tif SegmentationClass\trainX_868.png
Images\trainX_815.tif SegmentationClass\trainX_815.png
Images\trainX_1109.tif SegmentationClass\trainX_1109.png
Images\trainX_499.tif SegmentationClass\trainX_499.png
Images\trainX_880.tif SegmentationClass\trainX_880.png
Images\trainX_38.tif SegmentationClass\trainX_38.png
Images\trainX_259.tif SegmentationClass\trainX_259.png
Images\trainX_244.tif SegmentationClass\trainX_244.png
Images\trainX_606.tif SegmentationClass\trainX_606.png
Images\trainX_636.tif SegmentationClass\trainX_636.png
Images\trainX_626.tif SegmentationClass\trainX_626.png
Images\trainX_782.tif SegmentationClass\trainX_782.png
Images\trainX_616.tif SegmentationClass\trainX_616.png
Images\trainX_800.tif SegmentationClass\trainX_800.png
Images\trainX_74.tif SegmentationClass\trainX_74.png
Images\trainX_978.tif SegmentationClass\trainX_978.png
Images\trainX_330.tif SegmentationClass\trainX_330.png
Images\trainX_549.tif SegmentationClass\trainX_549.png
Images\trainX_662.tif SegmentationClass\trainX_662.png
Images\trainX_394.tif SegmentationClass\trainX_394.png
Images\trainX_1105.tif SegmentationClass\trainX_1105.png
Images\trainX_56.tif SegmentationClass\trainX_56.png
Images\trainX_160.tif SegmentationClass\trainX_160.png
Images\trainX_960.tif SegmentationClass\trainX_960.png
Images\trainX_122.tif SegmentationClass\trainX_122.png
Images\trainX_817.tif SegmentationClass\trainX_817.png
Images\trainX_504.tif SegmentationClass\trainX_504.png
Images\trainX_255.tif SegmentationClass\trainX_255.png
Images\trainX_807.tif SegmentationClass\trainX_807.png
Images\trainX_1054.tif SegmentationClass\trainX_1054.png
Images\trainX_537.tif SegmentationClass\trainX_537.png
Images\trainX_251.tif SegmentationClass\trainX_251.png
Images\trainX_590.tif SegmentationClass\trainX_590.png
Images\trainX_676.tif SegmentationClass\trainX_676.png
Images\trainX_412.tif SegmentationClass\trainX_412.png
Images\trainX_51.tif SegmentationClass\trainX_51.png
Images\trainX_354.tif SegmentationClass\trainX_354.png
Images\trainX_478.tif SegmentationClass\trainX_478.png
Images\trainX_773.tif SegmentationClass\trainX_773.png
Images\trainX_245.tif SegmentationClass\trainX_245.png
Images\trainX_1103.tif SegmentationClass\trainX_1103.png
Images\trainX_44.tif SegmentationClass\trainX_44.png
Images\trainX_605.tif SegmentationClass\trainX_605.png
Images\trainX_227.tif SegmentationClass\trainX_227.png
Images\trainX_653.tif SegmentationClass\trainX_653.png
Images\trainX_669.tif SegmentationClass\trainX_669.png
Images\trainX_791.tif SegmentationClass\trainX_791.png
Images\trainX_338.tif SegmentationClass\trainX_338.png
Images\trainX_143.tif SegmentationClass\trainX_143.png
Images\trainX_4.tif SegmentationClass\trainX_4.png
Images\trainX_377.tif SegmentationClass\trainX_377.png
Images\trainX_719.tif SegmentationClass\trainX_719.png
Images\trainX_788.tif SegmentationClass\trainX_788.png
Images\trainX_235.tif SegmentationClass\trainX_235.png
Images\trainX_617.tif SegmentationClass\trainX_617.png
Images\trainX_724.tif SegmentationClass\trainX_724.png
Images\trainX_666.tif SegmentationClass\trainX_666.png
Images\trainX_325.tif SegmentationClass\trainX_325.png
Images\trainX_556.tif SegmentationClass\trainX_556.png
Images\trainX_729.tif SegmentationClass\trainX_729.png
Images\trainX_248.tif SegmentationClass\trainX_248.png
Images\trainX_654.tif SegmentationClass\trainX_654.png
Images\trainX_114.tif SegmentationClass\trainX_114.png
Images\trainX_16.tif SegmentationClass\trainX_16.png
Images\trainX_846.tif SegmentationClass\trainX_846.png
Images\trainX_850.tif SegmentationClass\trainX_850.png
Images\trainX_758.tif SegmentationClass\trainX_758.png
Images\trainX_99.tif SegmentationClass\trainX_99.png
Images\trainX_874.tif SegmentationClass\trainX_874.png
Images\trainX_1008.tif SegmentationClass\trainX_1008.png
Images\trainX_501.tif SegmentationClass\trainX_501.png
Images\trainX_349.tif SegmentationClass\trainX_349.png
Images\trainX_585.tif SegmentationClass\trainX_585.png
Images\trainX_265.tif SegmentationClass\trainX_265.png
Images\trainX_150.tif SegmentationClass\trainX_150.png
Images\trainX_216.tif SegmentationClass\trainX_216.png
Images\trainX_228.tif SegmentationClass\trainX_228.png
Images\trainX_1034.tif SegmentationClass\trainX_1034.png
Images\trainX_443.tif SegmentationClass\trainX_443.png
Images\trainX_511.tif SegmentationClass\trainX_511.png
Images\trainX_731.tif SegmentationClass\trainX_731.png
Images\trainX_84.tif SegmentationClass\trainX_84.png
Images\trainX_755.tif SegmentationClass\trainX_755.png
Images\trainX_264.tif SegmentationClass\trainX_264.png
Images\trainX_1046.tif SegmentationClass\trainX_1046.png
Images\trainX_649.tif SegmentationClass\trainX_649.png
Images\trainX_423.tif SegmentationClass\trainX_423.png
Images\trainX_93.tif SegmentationClass\trainX_93.png
Images\trainX_741.tif SegmentationClass\trainX_741.png
Images\trainX_870.tif SegmentationClass\trainX_870.png
Images\trainX_685.tif SegmentationClass\trainX_685.png
Images\trainX_8.tif SegmentationClass\trainX_8.png
Images\trainX_819.tif SegmentationClass\trainX_819.png
Images\trainX_766.tif SegmentationClass\trainX_766.png
Images\trainX_593.tif SegmentationClass\trainX_593.png
Images\trainX_1110.tif SegmentationClass\trainX_1110.png
Images\trainX_145.tif SegmentationClass\trainX_145.png
Images\trainX_181.tif SegmentationClass\trainX_181.png
Images\trainX_24.tif SegmentationClass\trainX_24.png
Images\trainX_560.tif SegmentationClass\trainX_560.png
Images\trainX_481.tif SegmentationClass\trainX_481.png
Images\trainX_776.tif SegmentationClass\trainX_776.png
Images\trainX_840.tif SegmentationClass\trainX_840.png
Images\trainX_168.tif SegmentationClass\trainX_168.png
Images\trainX_48.tif SegmentationClass\trainX_48.png
Images\trainX_962.tif SegmentationClass\trainX_962.png
Images\trainX_735.tif SegmentationClass\trainX_735.png
Images\trainX_898.tif SegmentationClass\trainX_898.png
Images\trainX_139.tif SegmentationClass\trainX_139.png
Images\trainX_186.tif SegmentationClass\trainX_186.png
Images\trainX_310.tif SegmentationClass\trainX_310.png
Images\trainX_135.tif SegmentationClass\trainX_135.png
Images\trainX_917.tif SegmentationClass\trainX_917.png
Images\trainX_1005.tif SegmentationClass\trainX_1005.png
Images\trainX_376.tif SegmentationClass\trainX_376.png
Images\trainX_367.tif SegmentationClass\trainX_367.png
Images\trainX_151.tif SegmentationClass\trainX_151.png
Images\trainX_821.tif SegmentationClass\trainX_821.png
Images\trainX_253.tif SegmentationClass\trainX_253.png
Images\trainX_513.tif SegmentationClass\trainX_513.png
Images\trainX_563.tif SegmentationClass\trainX_563.png
Images\trainX_860.tif SegmentationClass\trainX_860.png
Images\trainX_441.tif SegmentationClass\trainX_441.png
Images\trainX_417.tif SegmentationClass\trainX_417.png
Images\trainX_386.tif SegmentationClass\trainX_386.png
Images\trainX_720.tif SegmentationClass\trainX_720.png
