Images\trainX_0.tif SegmentationClass\trainX_0.png
Images\trainX_144.tif SegmentationClass\trainX_144.png
Images\trainX_147.tif SegmentationClass\trainX_147.png
Images\trainX_148.tif SegmentationClass\trainX_148.png
Images\trainX_15.tif SegmentationClass\trainX_15.png
Images\trainX_153.tif SegmentationClass\trainX_153.png
Images\trainX_154.tif SegmentationClass\trainX_154.png
Images\trainX_155.tif SegmentationClass\trainX_155.png
Images\trainX_156.tif SegmentationClass\trainX_156.png
Images\trainX_157.tif SegmentationClass\trainX_157.png
Images\trainX_158.tif SegmentationClass\trainX_158.png
Images\trainX_164.tif SegmentationClass\trainX_164.png
Images\trainX_165.tif SegmentationClass\trainX_165.png
Images\trainX_169.tif SegmentationClass\trainX_169.png
Images\trainX_17.tif SegmentationClass\trainX_17.png
Images\trainX_170.tif SegmentationClass\trainX_170.png
Images\trainX_173.tif SegmentationClass\trainX_173.png
Images\trainX_174.tif SegmentationClass\trainX_174.png
Images\trainX_175.tif SegmentationClass\trainX_175.png
Images\trainX_177.tif SegmentationClass\trainX_177.png
Images\trainX_179.tif SegmentationClass\trainX_179.png
Images\trainX_180.tif SegmentationClass\trainX_180.png
Images\trainX_182.tif SegmentationClass\trainX_182.png
Images\trainX_185.tif SegmentationClass\trainX_185.png
Images\trainX_187.tif SegmentationClass\trainX_187.png
Images\trainX_190.tif SegmentationClass\trainX_190.png
Images\trainX_192.tif SegmentationClass\trainX_192.png
Images\trainX_193.tif SegmentationClass\trainX_193.png
Images\trainX_194.tif SegmentationClass\trainX_194.png
Images\trainX_195.tif SegmentationClass\trainX_195.png
Images\trainX_196.tif SegmentationClass\trainX_196.png
Images\trainX_2.tif SegmentationClass\trainX_2.png
Images\trainX_20.tif SegmentationClass\trainX_20.png
Images\trainX_203.tif SegmentationClass\trainX_203.png
Images\trainX_206.tif SegmentationClass\trainX_206.png
Images\trainX_207.tif SegmentationClass\trainX_207.png
Images\trainX_208.tif SegmentationClass\trainX_208.png
Images\trainX_21.tif SegmentationClass\trainX_21.png
Images\trainX_212.tif SegmentationClass\trainX_212.png
Images\trainX_214.tif SegmentationClass\trainX_214.png
Images\trainX_215.tif SegmentationClass\trainX_215.png
Images\trainX_218.tif SegmentationClass\trainX_218.png
Images\trainX_219.tif SegmentationClass\trainX_219.png
Images\trainX_220.tif SegmentationClass\trainX_220.png
Images\trainX_222.tif SegmentationClass\trainX_222.png
Images\trainX_223.tif SegmentationClass\trainX_223.png
Images\trainX_231.tif SegmentationClass\trainX_231.png
Images\trainX_232.tif SegmentationClass\trainX_232.png
Images\trainX_238.tif SegmentationClass\trainX_238.png
Images\trainX_239.tif SegmentationClass\trainX_239.png
Images\trainX_250.tif SegmentationClass\trainX_250.png
Images\trainX_254.tif SegmentationClass\trainX_254.png
Images\trainX_257.tif SegmentationClass\trainX_257.png
Images\trainX_26.tif SegmentationClass\trainX_26.png
Images\trainX_260.tif SegmentationClass\trainX_260.png
Images\trainX_262.tif SegmentationClass\trainX_262.png
Images\trainX_267.tif SegmentationClass\trainX_267.png
Images\trainX_268.tif SegmentationClass\trainX_268.png
Images\trainX_269.tif SegmentationClass\trainX_269.png
Images\trainX_27.tif SegmentationClass\trainX_27.png
Images\trainX_271.tif SegmentationClass\trainX_271.png
Images\trainX_273.tif SegmentationClass\trainX_273.png
Images\trainX_274.tif SegmentationClass\trainX_274.png
Images\trainX_276.tif SegmentationClass\trainX_276.png
Images\trainX_277.tif SegmentationClass\trainX_277.png
Images\trainX_278.tif SegmentationClass\trainX_278.png
Images\trainX_282.tif SegmentationClass\trainX_282.png
Images\trainX_283.tif SegmentationClass\trainX_283.png
Images\trainX_284.tif SegmentationClass\trainX_284.png
Images\trainX_285.tif SegmentationClass\trainX_285.png
Images\trainX_288.tif SegmentationClass\trainX_288.png
Images\trainX_289.tif SegmentationClass\trainX_289.png
Images\trainX_29.tif SegmentationClass\trainX_29.png
Images\trainX_291.tif SegmentationClass\trainX_291.png
Images\trainX_293.tif SegmentationClass\trainX_293.png
Images\trainX_296.tif SegmentationClass\trainX_296.png
Images\trainX_299.tif SegmentationClass\trainX_299.png
Images\trainX_305.tif SegmentationClass\trainX_305.png
Images\trainX_306.tif SegmentationClass\trainX_306.png
Images\trainX_311.tif SegmentationClass\trainX_311.png
Images\trainX_312.tif SegmentationClass\trainX_312.png
Images\trainX_313.tif SegmentationClass\trainX_313.png
Images\trainX_314.tif SegmentationClass\trainX_314.png
Images\trainX_317.tif SegmentationClass\trainX_317.png
Images\trainX_319.tif SegmentationClass\trainX_319.png
Images\trainX_320.tif SegmentationClass\trainX_320.png
Images\trainX_321.tif SegmentationClass\trainX_321.png
Images\trainX_323.tif SegmentationClass\trainX_323.png
Images\trainX_324.tif SegmentationClass\trainX_324.png
Images\trainX_327.tif SegmentationClass\trainX_327.png
Images\trainX_328.tif SegmentationClass\trainX_328.png
Images\trainX_329.tif SegmentationClass\trainX_329.png
Images\trainX_331.tif SegmentationClass\trainX_331.png
Images\trainX_335.tif SegmentationClass\trainX_335.png
Images\trainX_339.tif SegmentationClass\trainX_339.png
Images\trainX_340.tif SegmentationClass\trainX_340.png
Images\trainX_345.tif SegmentationClass\trainX_345.png
Images\trainX_346.tif SegmentationClass\trainX_346.png
Images\trainX_347.tif SegmentationClass\trainX_347.png
Images\trainX_348.tif SegmentationClass\trainX_348.png
Images\trainX_35.tif SegmentationClass\trainX_35.png
Images\trainX_350.tif SegmentationClass\trainX_350.png
Images\trainX_351.tif SegmentationClass\trainX_351.png
Images\trainX_352.tif SegmentationClass\trainX_352.png
Images\trainX_353.tif SegmentationClass\trainX_353.png
Images\trainX_357.tif SegmentationClass\trainX_357.png
Images\trainX_358.tif SegmentationClass\trainX_358.png
Images\trainX_359.tif SegmentationClass\trainX_359.png
Images\trainX_360.tif SegmentationClass\trainX_360.png
Images\trainX_363.tif SegmentationClass\trainX_363.png
Images\trainX_364.tif SegmentationClass\trainX_364.png
Images\trainX_366.tif SegmentationClass\trainX_366.png
Images\trainX_369.tif SegmentationClass\trainX_369.png
Images\trainX_371.tif SegmentationClass\trainX_371.png
Images\trainX_372.tif SegmentationClass\trainX_372.png
Images\trainX_373.tif SegmentationClass\trainX_373.png
Images\trainX_374.tif SegmentationClass\trainX_374.png
Images\trainX_375.tif SegmentationClass\trainX_375.png
Images\trainX_378.tif SegmentationClass\trainX_378.png
Images\trainX_379.tif SegmentationClass\trainX_379.png
Images\trainX_380.tif SegmentationClass\trainX_380.png
Images\trainX_381.tif SegmentationClass\trainX_381.png
Images\trainX_383.tif SegmentationClass\trainX_383.png
Images\trainX_384.tif SegmentationClass\trainX_384.png
Images\trainX_385.tif SegmentationClass\trainX_385.png
Images\trainX_387.tif SegmentationClass\trainX_387.png
Images\trainX_39.tif SegmentationClass\trainX_39.png
Images\trainX_390.tif SegmentationClass\trainX_390.png
Images\trainX_393.tif SegmentationClass\trainX_393.png
Images\trainX_395.tif SegmentationClass\trainX_395.png
Images\trainX_396.tif SegmentationClass\trainX_396.png
Images\trainX_397.tif SegmentationClass\trainX_397.png
Images\trainX_398.tif SegmentationClass\trainX_398.png
Images\trainX_399.tif SegmentationClass\trainX_399.png
Images\trainX_401.tif SegmentationClass\trainX_401.png
Images\trainX_403.tif SegmentationClass\trainX_403.png
Images\trainX_404.tif SegmentationClass\trainX_404.png
Images\trainX_408.tif SegmentationClass\trainX_408.png
Images\trainX_409.tif SegmentationClass\trainX_409.png
Images\trainX_410.tif SegmentationClass\trainX_410.png
Images\trainX_411.tif SegmentationClass\trainX_411.png
Images\trainX_414.tif SegmentationClass\trainX_414.png
Images\trainX_416.tif SegmentationClass\trainX_416.png
Images\trainX_418.tif SegmentationClass\trainX_418.png
Images\trainX_419.tif SegmentationClass\trainX_419.png
Images\trainX_420.tif SegmentationClass\trainX_420.png
Images\trainX_421.tif SegmentationClass\trainX_421.png
Images\trainX_422.tif SegmentationClass\trainX_422.png
Images\trainX_425.tif SegmentationClass\trainX_425.png
Images\trainX_426.tif SegmentationClass\trainX_426.png
Images\trainX_428.tif SegmentationClass\trainX_428.png
Images\trainX_429.tif SegmentationClass\trainX_429.png
Images\trainX_43.tif SegmentationClass\trainX_43.png
Images\trainX_431.tif SegmentationClass\trainX_431.png
Images\trainX_432.tif SegmentationClass\trainX_432.png
Images\trainX_433.tif SegmentationClass\trainX_433.png
Images\trainX_434.tif SegmentationClass\trainX_434.png
Images\trainX_436.tif SegmentationClass\trainX_436.png
Images\trainX_437.tif SegmentationClass\trainX_437.png
Images\trainX_438.tif SegmentationClass\trainX_438.png
Images\trainX_439.tif SegmentationClass\trainX_439.png
Images\trainX_440.tif SegmentationClass\trainX_440.png
Images\trainX_444.tif SegmentationClass\trainX_444.png
Images\trainX_445.tif SegmentationClass\trainX_445.png
Images\trainX_446.tif SegmentationClass\trainX_446.png
Images\trainX_447.tif SegmentationClass\trainX_447.png
Images\trainX_449.tif SegmentationClass\trainX_449.png
Images\trainX_45.tif SegmentationClass\trainX_45.png
Images\trainX_450.tif SegmentationClass\trainX_450.png
Images\trainX_451.tif SegmentationClass\trainX_451.png
Images\trainX_453.tif SegmentationClass\trainX_453.png
Images\trainX_454.tif SegmentationClass\trainX_454.png
Images\trainX_455.tif SegmentationClass\trainX_455.png
Images\trainX_456.tif SegmentationClass\trainX_456.png
Images\trainX_457.tif SegmentationClass\trainX_457.png
Images\trainX_46.tif SegmentationClass\trainX_46.png
Images\trainX_460.tif SegmentationClass\trainX_460.png
Images\trainX_463.tif SegmentationClass\trainX_463.png
Images\trainX_465.tif SegmentationClass\trainX_465.png
Images\trainX_466.tif SegmentationClass\trainX_466.png
Images\trainX_470.tif SegmentationClass\trainX_470.png
Images\trainX_471.tif SegmentationClass\trainX_471.png
Images\trainX_472.tif SegmentationClass\trainX_472.png
Images\trainX_474.tif SegmentationClass\trainX_474.png
Images\trainX_480.tif SegmentationClass\trainX_480.png
Images\trainX_482.tif SegmentationClass\trainX_482.png
Images\trainX_484.tif SegmentationClass\trainX_484.png
Images\trainX_485.tif SegmentationClass\trainX_485.png
Images\trainX_486.tif SegmentationClass\trainX_486.png
Images\trainX_487.tif SegmentationClass\trainX_487.png
Images\trainX_488.tif SegmentationClass\trainX_488.png
Images\trainX_489.tif SegmentationClass\trainX_489.png
Images\trainX_490.tif SegmentationClass\trainX_490.png
Images\trainX_491.tif SegmentationClass\trainX_491.png
Images\trainX_493.tif SegmentationClass\trainX_493.png
Images\trainX_494.tif SegmentationClass\trainX_494.png
Images\trainX_498.tif SegmentationClass\trainX_498.png
Images\trainX_500.tif SegmentationClass\trainX_500.png
Images\trainX_502.tif SegmentationClass\trainX_502.png
Images\trainX_503.tif SegmentationClass\trainX_503.png
Images\trainX_505.tif SegmentationClass\trainX_505.png
Images\trainX_506.tif SegmentationClass\trainX_506.png
Images\trainX_508.tif SegmentationClass\trainX_508.png
Images\trainX_509.tif SegmentationClass\trainX_509.png
Images\trainX_512.tif SegmentationClass\trainX_512.png
Images\trainX_517.tif SegmentationClass\trainX_517.png
Images\trainX_52.tif SegmentationClass\trainX_52.png
Images\trainX_520.tif SegmentationClass\trainX_520.png
Images\trainX_522.tif SegmentationClass\trainX_522.png
Images\trainX_523.tif SegmentationClass\trainX_523.png
Images\trainX_525.tif SegmentationClass\trainX_525.png
Images\trainX_529.tif SegmentationClass\trainX_529.png
Images\trainX_530.tif SegmentationClass\trainX_530.png
Images\trainX_533.tif SegmentationClass\trainX_533.png
Images\trainX_534.tif SegmentationClass\trainX_534.png
Images\trainX_535.tif SegmentationClass\trainX_535.png
Images\trainX_538.tif SegmentationClass\trainX_538.png
Images\trainX_539.tif SegmentationClass\trainX_539.png
Images\trainX_54.tif SegmentationClass\trainX_54.png
Images\trainX_540.tif SegmentationClass\trainX_540.png
Images\trainX_543.tif SegmentationClass\trainX_543.png
Images\trainX_544.tif SegmentationClass\trainX_544.png
Images\trainX_545.tif SegmentationClass\trainX_545.png
Images\trainX_546.tif SegmentationClass\trainX_546.png
Images\trainX_547.tif SegmentationClass\trainX_547.png
Images\trainX_548.tif SegmentationClass\trainX_548.png
Images\trainX_55.tif SegmentationClass\trainX_55.png
Images\trainX_552.tif SegmentationClass\trainX_552.png
Images\trainX_553.tif SegmentationClass\trainX_553.png
Images\trainX_555.tif SegmentationClass\trainX_555.png
Images\trainX_558.tif SegmentationClass\trainX_558.png
Images\trainX_561.tif SegmentationClass\trainX_561.png
Images\trainX_567.tif SegmentationClass\trainX_567.png
Images\trainX_568.tif SegmentationClass\trainX_568.png
Images\trainX_569.tif SegmentationClass\trainX_569.png
Images\trainX_57.tif SegmentationClass\trainX_57.png
Images\trainX_574.tif SegmentationClass\trainX_574.png
Images\trainX_58.tif SegmentationClass\trainX_58.png
Images\trainX_580.tif SegmentationClass\trainX_580.png
Images\trainX_581.tif SegmentationClass\trainX_581.png
Images\trainX_583.tif SegmentationClass\trainX_583.png
Images\trainX_584.tif SegmentationClass\trainX_584.png
Images\trainX_588.tif SegmentationClass\trainX_588.png
Images\trainX_592.tif SegmentationClass\trainX_592.png
Images\trainX_597.tif SegmentationClass\trainX_597.png
Images\trainX_60.tif SegmentationClass\trainX_60.png
Images\trainX_600.tif SegmentationClass\trainX_600.png
Images\trainX_601.tif SegmentationClass\trainX_601.png
Images\trainX_607.tif SegmentationClass\trainX_607.png
Images\trainX_608.tif SegmentationClass\trainX_608.png
Images\trainX_611.tif SegmentationClass\trainX_611.png
Images\trainX_612.tif SegmentationClass\trainX_612.png
Images\trainX_614.tif SegmentationClass\trainX_614.png
Images\trainX_615.tif SegmentationClass\trainX_615.png
Images\trainX_619.tif SegmentationClass\trainX_619.png
Images\trainX_62.tif SegmentationClass\trainX_62.png
Images\trainX_620.tif SegmentationClass\trainX_620.png
Images\trainX_621.tif SegmentationClass\trainX_621.png
Images\trainX_622.tif SegmentationClass\trainX_622.png
Images\trainX_623.tif SegmentationClass\trainX_623.png
Images\trainX_624.tif SegmentationClass\trainX_624.png
Images\trainX_625.tif SegmentationClass\trainX_625.png
Images\trainX_627.tif SegmentationClass\trainX_627.png
Images\trainX_628.tif SegmentationClass\trainX_628.png
Images\trainX_63.tif SegmentationClass\trainX_63.png
Images\trainX_632.tif SegmentationClass\trainX_632.png
Images\trainX_633.tif SegmentationClass\trainX_633.png
Images\trainX_638.tif SegmentationClass\trainX_638.png
Images\trainX_639.tif SegmentationClass\trainX_639.png
Images\trainX_64.tif SegmentationClass\trainX_64.png
Images\trainX_642.tif SegmentationClass\trainX_642.png
Images\trainX_645.tif SegmentationClass\trainX_645.png
Images\trainX_646.tif SegmentationClass\trainX_646.png
Images\trainX_648.tif SegmentationClass\trainX_648.png
Images\trainX_65.tif SegmentationClass\trainX_65.png
Images\trainX_650.tif SegmentationClass\trainX_650.png
Images\trainX_651.tif SegmentationClass\trainX_651.png
Images\trainX_652.tif SegmentationClass\trainX_652.png
Images\trainX_657.tif SegmentationClass\trainX_657.png
Images\trainX_660.tif SegmentationClass\trainX_660.png
Images\trainX_661.tif SegmentationClass\trainX_661.png
Images\trainX_664.tif SegmentationClass\trainX_664.png
Images\trainX_67.tif SegmentationClass\trainX_67.png
Images\trainX_671.tif SegmentationClass\trainX_671.png
Images\trainX_674.tif SegmentationClass\trainX_674.png
Images\trainX_675.tif SegmentationClass\trainX_675.png
Images\trainX_679.tif SegmentationClass\trainX_679.png
Images\trainX_68.tif SegmentationClass\trainX_68.png
Images\trainX_680.tif SegmentationClass\trainX_680.png
Images\trainX_682.tif SegmentationClass\trainX_682.png
Images\trainX_687.tif SegmentationClass\trainX_687.png
Images\trainX_688.tif SegmentationClass\trainX_688.png
Images\trainX_689.tif SegmentationClass\trainX_689.png
Images\trainX_691.tif SegmentationClass\trainX_691.png
Images\trainX_694.tif SegmentationClass\trainX_694.png
Images\trainX_696.tif SegmentationClass\trainX_696.png
Images\trainX_699.tif SegmentationClass\trainX_699.png
Images\trainX_7.tif SegmentationClass\trainX_7.png
Images\trainX_700.tif SegmentationClass\trainX_700.png
Images\trainX_701.tif SegmentationClass\trainX_701.png
Images\trainX_704.tif SegmentationClass\trainX_704.png
Images\trainX_708.tif SegmentationClass\trainX_708.png
Images\trainX_709.tif SegmentationClass\trainX_709.png
Images\trainX_71.tif SegmentationClass\trainX_71.png
Images\trainX_711.tif SegmentationClass\trainX_711.png
Images\trainX_712.tif SegmentationClass\trainX_712.png
Images\trainX_716.tif SegmentationClass\trainX_716.png
Images\trainX_717.tif SegmentationClass\trainX_717.png
Images\trainX_72.tif SegmentationClass\trainX_72.png
Images\trainX_721.tif SegmentationClass\trainX_721.png
Images\trainX_722.tif SegmentationClass\trainX_722.png
Images\trainX_726.tif SegmentationClass\trainX_726.png
Images\trainX_727.tif SegmentationClass\trainX_727.png
Images\trainX_728.tif SegmentationClass\trainX_728.png
Images\trainX_73.tif SegmentationClass\trainX_73.png
Images\trainX_732.tif SegmentationClass\trainX_732.png
Images\trainX_734.tif SegmentationClass\trainX_734.png
Images\trainX_736.tif SegmentationClass\trainX_736.png
Images\trainX_739.tif SegmentationClass\trainX_739.png
Images\trainX_743.tif SegmentationClass\trainX_743.png
Images\trainX_744.tif SegmentationClass\trainX_744.png
Images\trainX_745.tif SegmentationClass\trainX_745.png
Images\trainX_746.tif SegmentationClass\trainX_746.png
Images\trainX_748.tif SegmentationClass\trainX_748.png
Images\trainX_75.tif SegmentationClass\trainX_75.png
Images\trainX_751.tif SegmentationClass\trainX_751.png
Images\trainX_752.tif SegmentationClass\trainX_752.png
Images\trainX_753.tif SegmentationClass\trainX_753.png
Images\trainX_754.tif SegmentationClass\trainX_754.png
Images\trainX_756.tif SegmentationClass\trainX_756.png
Images\trainX_76.tif SegmentationClass\trainX_76.png
Images\trainX_760.tif SegmentationClass\trainX_760.png
Images\trainX_761.tif SegmentationClass\trainX_761.png
Images\trainX_763.tif SegmentationClass\trainX_763.png
Images\trainX_764.tif SegmentationClass\trainX_764.png
Images\trainX_768.tif SegmentationClass\trainX_768.png
Images\trainX_769.tif SegmentationClass\trainX_769.png
Images\trainX_772.tif SegmentationClass\trainX_772.png
Images\trainX_774.tif SegmentationClass\trainX_774.png
Images\trainX_775.tif SegmentationClass\trainX_775.png
Images\trainX_777.tif SegmentationClass\trainX_777.png
Images\trainX_78.tif SegmentationClass\trainX_78.png
Images\trainX_781.tif SegmentationClass\trainX_781.png
Images\trainX_783.tif SegmentationClass\trainX_783.png
Images\trainX_784.tif SegmentationClass\trainX_784.png
Images\trainX_785.tif SegmentationClass\trainX_785.png
Images\trainX_786.tif SegmentationClass\trainX_786.png
Images\trainX_787.tif SegmentationClass\trainX_787.png
Images\trainX_789.tif SegmentationClass\trainX_789.png
Images\trainX_79.tif SegmentationClass\trainX_79.png
Images\trainX_792.tif SegmentationClass\trainX_792.png
Images\trainX_793.tif SegmentationClass\trainX_793.png
Images\trainX_795.tif SegmentationClass\trainX_795.png
Images\trainX_797.tif SegmentationClass\trainX_797.png
Images\trainX_798.tif SegmentationClass\trainX_798.png
Images\trainX_80.tif SegmentationClass\trainX_80.png
Images\trainX_801.tif SegmentationClass\trainX_801.png
Images\trainX_802.tif SegmentationClass\trainX_802.png
Images\trainX_803.tif SegmentationClass\trainX_803.png
Images\trainX_804.tif SegmentationClass\trainX_804.png
Images\trainX_806.tif SegmentationClass\trainX_806.png
Images\trainX_808.tif SegmentationClass\trainX_808.png
Images\trainX_810.tif SegmentationClass\trainX_810.png
Images\trainX_811.tif SegmentationClass\trainX_811.png
Images\trainX_812.tif SegmentationClass\trainX_812.png
Images\trainX_813.tif SegmentationClass\trainX_813.png
Images\trainX_814.tif SegmentationClass\trainX_814.png
Images\trainX_816.tif SegmentationClass\trainX_816.png
Images\trainX_818.tif SegmentationClass\trainX_818.png
Images\trainX_824.tif SegmentationClass\trainX_824.png
Images\trainX_826.tif SegmentationClass\trainX_826.png
Images\trainX_827.tif SegmentationClass\trainX_827.png
Images\trainX_828.tif SegmentationClass\trainX_828.png
Images\trainX_829.tif SegmentationClass\trainX_829.png
Images\trainX_830.tif SegmentationClass\trainX_830.png
Images\trainX_831.tif SegmentationClass\trainX_831.png
Images\trainX_832.tif SegmentationClass\trainX_832.png
Images\trainX_833.tif SegmentationClass\trainX_833.png
Images\trainX_834.tif SegmentationClass\trainX_834.png
Images\trainX_838.tif SegmentationClass\trainX_838.png
Images\trainX_843.tif SegmentationClass\trainX_843.png
Images\trainX_845.tif SegmentationClass\trainX_845.png
Images\trainX_848.tif SegmentationClass\trainX_848.png
Images\trainX_85.tif SegmentationClass\trainX_85.png
Images\trainX_851.tif SegmentationClass\trainX_851.png
Images\trainX_852.tif SegmentationClass\trainX_852.png
Images\trainX_855.tif SegmentationClass\trainX_855.png
Images\trainX_856.tif SegmentationClass\trainX_856.png
Images\trainX_857.tif SegmentationClass\trainX_857.png
Images\trainX_858.tif SegmentationClass\trainX_858.png
Images\trainX_859.tif SegmentationClass\trainX_859.png
Images\trainX_86.tif SegmentationClass\trainX_86.png
Images\trainX_862.tif SegmentationClass\trainX_862.png
Images\trainX_863.tif SegmentationClass\trainX_863.png
Images\trainX_865.tif SegmentationClass\trainX_865.png
Images\trainX_869.tif SegmentationClass\trainX_869.png
Images\trainX_87.tif SegmentationClass\trainX_87.png
Images\trainX_872.tif SegmentationClass\trainX_872.png
Images\trainX_875.tif SegmentationClass\trainX_875.png
Images\trainX_876.tif SegmentationClass\trainX_876.png
Images\trainX_877.tif SegmentationClass\trainX_877.png
Images\trainX_879.tif SegmentationClass\trainX_879.png
Images\trainX_88.tif SegmentationClass\trainX_88.png
Images\trainX_881.tif SegmentationClass\trainX_881.png
Images\trainX_884.tif SegmentationClass\trainX_884.png
Images\trainX_885.tif SegmentationClass\trainX_885.png
Images\trainX_887.tif SegmentationClass\trainX_887.png
Images\trainX_888.tif SegmentationClass\trainX_888.png
Images\trainX_889.tif SegmentationClass\trainX_889.png
Images\trainX_890.tif SegmentationClass\trainX_890.png
Images\trainX_891.tif SegmentationClass\trainX_891.png
Images\trainX_893.tif SegmentationClass\trainX_893.png
Images\trainX_9.tif SegmentationClass\trainX_9.png
Images\trainX_90.tif SegmentationClass\trainX_90.png
Images\trainX_900.tif SegmentationClass\trainX_900.png
Images\trainX_901.tif SegmentationClass\trainX_901.png
Images\trainX_905.tif SegmentationClass\trainX_905.png
Images\trainX_906.tif SegmentationClass\trainX_906.png
Images\trainX_908.tif SegmentationClass\trainX_908.png
Images\trainX_911.tif SegmentationClass\trainX_911.png
Images\trainX_913.tif SegmentationClass\trainX_913.png
